player_id,bb,avg,slg,ops,cs,sb,hr,rbi,lob,xbh,obp,h,r,ab,so,babip
456781,10,0.33,0.456,0.815,1,0,4,23,67,18,0.36,71,27,215,49,0.409
664774,11,0.196,0.375,0.723,1,0,2,5,26,5,0.348,11,10,56,9,0.2
573262,32,0.272,0.518,0.852,4,2,21,55,148,46,0.334,101,64,371,107,0.325
623323,3,0.107,0.107,0.26,0,0,0,4,27,0,0.153,6,3,56,21,0.171
641487,43,0.226,0.371,0.684,3,5,7,46,140,32,0.313,78,43,345,83,0.275
641584,0,0.15,0.2,0.371,0,0,0,1,28,2,0.171,6,3,40,14,0.231
664034,9,0.234,0.402,0.696,2,0,7,24,66,16,0.294,43,20,184,49,0.279
664059,0,0.0,0.0,0.0,0,0,0,0,1,0,0.0,0,2,4,3,0.0
571745,30,0.22,0.463,0.778,0,4,15,32,95,29,0.314,54,46,246,81,0.257
641786,3,0.268,0.592,0.885,0,0,6,13,23,11,0.293,19,10,71,29,0.351
643418,16,0.263,0.454,0.787,3,3,5,15,67,18,0.333,40,21,152,40,0.327
664238,25,0.206,0.389,0.691,9,11,9,28,105,25,0.302,51,31,247,93,0.29
608596,19,0.273,0.535,0.858,0,2,18,40,112,31,0.324,71,32,260,87,0.34
572122,44,0.239,0.468,0.789,2,2,23,63,157,43,0.321,94,55,393,86,0.248
620443,2,0.214,0.286,0.598,0,0,0,0,6,1,0.313,3,2,14,6,0.375
622268,3,0.188,0.188,0.503,1,0,0,2,6,0,0.316,3,2,16,5,0.273
571448,62,0.315,0.583,0.962,2,3,41,118,227,74,0.379,185,102,588,93,0.312
664056,46,0.205,0.366,0.68,3,11,12,39,145,29,0.314,71,54,347,117,0.268
572761,63,0.226,0.392,0.726,1,6,15,46,155,37,0.334,94,59,416,129,0.285
621573,9,0.225,0.404,0.665,2,0,6,21,60,20,0.261,40,17,178,47,0.27
657557,62,0.233,0.444,0.762,5,9,30,78,255,62,0.318,136,97,583,149,0.259
669242,16,0.304,0.5,0.85,1,15,11,36,125,35,0.35,99,59,326,61,0.346
502671,78,0.26,0.476,0.821,1,3,34,97,226,60,0.346,155,97,597,166,0.303
668800,4,0.226,0.377,0.67,0,2,2,7,23,4,0.293,12,7,53,14,0.27
425877,23,0.27,0.399,0.711,0,6,10,57,171,34,0.312,113,45,419,58,0.289
641933,10,0.262,0.411,0.723,0,1,5,16,67,11,0.311,37,18,141,53,0.386
624641,1,0.25,0.25,0.65,0,1,0,0,2,0,0.4,2,2,8,2,0.333
657041,4,0.316,0.684,1.093,1,1,4,12,17,5,0.409,12,6,38,8,0.308
642715,46,0.254,0.418,0.735,2,4,20,52,226,46,0.317,135,69,531,153,0.32
668227,2,0.3,0.5,0.891,1,2,1,2,8,2,0.391,6,4,20,4,0.333
670712,7,0.273,0.462,0.781,0,1,6,16,50,13,0.319,36,17,132,39,0.345
596847,64,0.261,0.459,0.822,3,2,19,63,176,41,0.363,107,54,410,108,0.303
650490,35,0.267,0.476,0.816,2,2,14,38,138,35,0.34,82,53,307,61,0.288
595281,26,0.228,0.398,0.676,5,19,14,55,187,41,0.278,102,60,447,104,0.267
664040,25,0.27,0.514,0.85,0,5,17,51,141,36,0.336,80,42,296,113,0.377
622534,38,0.234,0.387,0.691,4,20,12,37,161,34,0.304,93,59,398,88,0.272
640457,54,0.291,0.558,0.922,7,12,33,89,191,69,0.364,154,83,530,131,0.331
642336,13,0.265,0.438,0.754,1,1,8,22,101,21,0.316,60,27,226,56,0.319
621433,10,0.138,0.262,0.508,0,3,2,6,35,4,0.247,9,7,65,23,0.167
621563,14,0.231,0.34,0.633,3,8,3,19,105,18,0.293,55,32,238,47,0.272
572287,20,0.165,0.312,0.544,0,0,9,32,155,20,0.232,44,30,266,98,0.22
641432,23,0.269,0.524,0.848,0,0,21,48,122,36,0.323,83,51,309,53,0.262
621311,28,0.302,0.524,0.877,4,4,15,61,134,48,0.353,113,67,374,110,0.386
501981,47,0.22,0.387,0.679,0,0,23,73,242,34,0.293,106,61,481,146,0.264
608336,52,0.253,0.598,0.986,2,4,22,49,120,38,0.389,61,54,241,114,0.368
608597,32,0.219,0.414,0.723,2,1,10,36,93,30,0.308,56,34,256,87,0.282
643396,14,0.238,0.322,0.62,0,3,1,21,119,14,0.299,48,23,202,49,0.307
663993,13,0.263,0.454,0.779,0,0,7,19,79,15,0.325,40,24,152,50,0.34
596059,52,0.205,0.439,0.721,9,11,30,93,235,61,0.283,107,77,522,178,0.244
669256,15,0.293,0.491,0.884,0,2,5,17,44,12,0.393,34,19,116,29,0.354
624431,3,0.258,0.383,0.655,0,0,2,13,48,11,0.272,31,18,120,27,0.312
666182,14,0.311,0.571,0.93,4,4,11,21,63,29,0.358,61,32,196,50,0.368
624415,71,0.234,0.429,0.793,0,14,16,48,125,35,0.364,83,66,354,123,0.309
641505,5,0.181,0.265,0.531,1,3,2,6,35,3,0.266,15,8,83,24,0.224
545341,35,0.232,0.457,0.738,1,2,31,80,269,65,0.28,136,75,586,163,0.266
665489,46,0.272,0.433,0.772,1,0,15,69,206,43,0.339,126,52,464,91,0.308
666971,20,0.277,0.541,0.869,4,6,20,50,121,41,0.327,87,52,314,86,0.318
606192,45,0.23,0.472,0.778,3,6,26,65,176,47,0.306,96,58,417,153,0.293
643376,31,0.207,0.36,0.64,1,0,13,43,136,26,0.279,72,41,347,79,0.23
624512,7,0.299,0.526,0.872,0,0,5,11,26,12,0.346,29,14,97,18,0.324
543760,87,0.285,0.522,0.892,8,10,33,92,176,83,0.369,187,123,657,102,0.294
543807,67,0.292,0.591,0.974,2,6,39,96,178,62,0.383,140,96,479,113,0.305
642133,29,0.227,0.449,0.742,1,1,21,54,170,40,0.293,84,49,370,116,0.267
488671,36,0.207,0.421,0.774,0,1,9,24,65,17,0.353,34,22,164,68,0.287
668663,0,0.0,0.0,0.0,0,0,0,0,3,0,0.0,0,0,2,0,0.0
605137,74,0.277,0.569,0.936,1,0,37,116,217,77,0.367,146,94,527,118,0.288
516770,28,0.27,0.436,0.736,2,2,22,86,260,57,0.3,172,68,636,111,0.293
543228,38,0.223,0.389,0.704,0,2,12,43,133,28,0.316,70,36,314,84,0.265
543281,6,0.175,0.263,0.48,2,4,1,8,60,9,0.218,24,10,137,27,0.207
666198,4,0.128,0.282,0.491,0,0,2,2,21,2,0.209,5,4,39,16,0.143
669738,1,0.167,0.25,0.481,0,0,0,2,3,1,0.231,2,1,12,4,0.25
645302,35,0.255,0.419,0.745,9,28,17,65,221,53,0.326,139,86,546,140,0.31
656941,70,0.25,0.531,0.871,3,2,38,92,191,70,0.339,132,82,529,156,0.276
665742,108,0.282,0.548,0.949,1,12,34,110,257,71,0.401,153,110,542,132,0.312
664057,6,0.367,0.467,0.953,1,0,0,0,7,2,0.486,11,4,30,11,0.579
607208,43,0.298,0.497,0.85,5,35,19,57,148,61,0.353,155,96,521,113,0.348
475582,17,0.257,0.415,0.736,0,0,6,27,86,15,0.321,44,20,171,39,0.297
